Data,Godzina,Rok,Miesiac,Sezon,temperature_2m,dewpoint_temperature_2m,wilgotnosc_wzgledna,u_component_of_wind_10m,v_component_of_wind_10m,predkosc_wiatru,kierunek_wiatru,surface_pressure,total_precipitation_hourly
2022-03-19,15:00,2022,3,ZIMA,282.43150329589844,270.4971618652344,43.04906588702159,-4.148715972900391,-0.1042022705078125,4.150024377877535,1.4387813873352115,103661.21484375,0.0
2022-03-19,16:00,2022,3,ZIMA,281.56121826171875,270.8506622314453,46.86464524998314,-3.3471717834472656,-0.0220184326171875,3.3472442037115346,0.37689881050289387,103663.28125,0.0
2022-03-19,17:00,2022,3,ZIMA,280.0726318359375,270.41725158691406,50.23048245294323,-3.0484466552734375,-0.0469818115234375,3.0488086690807332,0.8829567069334985,103719.08203125,0.0
2022-03-19,18:00,2022,3,ZIMA,278.6298065185547,270.01031494140625,53.83244875336764,-2.9431610107421875,-0.0250244140625,2.943267394657194,0.4871492777593289,103769.42578125,0.0
2022-03-19,19:00,2022,3,ZIMA,277.78538513183594,269.2583312988281,53.973658360395405,-2.9088287353515625,-0.238861083984375,2.9186194046242413,4.694361904260518,103741.984375,0.0
2022-03-19,20:00,2022,3,ZIMA,276.9383850097656,268.9706268310547,56.05147370211354,-2.906503677368164,0.0726318359375,2.9074110493953746,358.568509728914,103745.4140625,0.0
2022-03-19,21:00,2022,3,ZIMA,276.2147216796875,268.5415954589844,57.112992038288304,-2.8619384765625,0.3201904296875,2.879794047304833,353.6163592937389,103758.9921875,0.0
2022-03-19,22:00,2022,3,ZIMA,275.5839385986328,268.095458984375,57.74742074122351,-2.8420352935791016,0.3080291748046875,2.858679167461803,353.81423996080514,103777.4296875,0.0
2022-03-19,23:00,2022,3,ZIMA,275.01817321777344,267.762939453125,58.62764694905079,-2.8934268951416016,0.2414093017578125,2.9034802648724796,355.23064762193263,103799.1484375,0.0
2022-03-20,00:00,2022,3,ZIMA,274.5091094970703,267.53941345214844,59.77985677811197,-2.938962936401367,0.269805908203125,2.951321461590089,354.75477211559803,103796.63671875,0.0
2022-03-20,01:00,2022,3,ZIMA,274.0152130126953,267.3965759277344,61.270579565084674,-2.9544525146484375,0.314117431640625,2.9711040746114867,353.9311108783428,103760.10546875,0.0
